shs_strand,tvl_strand,course,field_category,interest_research,interest_arts,interest_policy,interest_design,interest_tech,interest_building,interest_nature,interest_detail,interest_leading,interest_helping,interest_tools,interest_analysis,interest_writing,interest_performing,interest_health_care,interest_finance,interest_sales,interest_education,interest_management,interest_marketing,interest_performing_arts,interest_counseling,interest_social_service,interest_legal,interest_business,ability_logic,ability_creativity,ability_comm,ability_practical,ability_teamwork,ability_spatial,ability_numerical,ability_abstract_reason,ability_verbal_comp,ability_clerical,ability_mech_reason,ability_organization,ability_detailcheck,ability_comprehension,ability_problem_solve,dmgt_resilience,dmgt_persistence,dmgt_self_manage,dmgt_patience,dmgt_flexibility,dmgt_integrity,dmgt_stress_manage,dmgt_initiative,ability_comm_written,ability_negotiation
STEM,none,Industrial Engineering,ENG,5,3,2,1,4,5,1,1,1,3,5,3,1,1,3,2,2,3,1,2,2,3,2,3,1,5,1,2,5,4,5,5,2,1,2,5,2,3,1,1,2,3,2,1,1,3,2,3,3,2
STEM,none,Interior Design,ENG,4,2,3,3,3,5,2,1,3,1,5,2,2,1,2,2,2,3,3,1,2,3,3,2,3,5,1,3,5,4,5,4,2,2,2,5,1,3,2,2,2,1,1,3,1,1,3,3,1,3
STEM,none,Mining Engineering,ENG,5,2,3,2,4,5,2,3,3,2,5,2,2,3,2,2,2,3,2,3,3,1,3,1,2,5,3,1,5,4,4,4,3,3,1,5,1,1,1,3,3,2,2,2,3,1,3,1,3,1
GAS,none,Communication / Communication Arts,MEDIA,3,5,1,5,3,1,2,2,2,2,2,1,5,1,1,2,2,2,3,4,5,1,3,3,2,1,5,5,2,3,3,1,1,3,1,3,1,2,2,3,3,2,2,3,3,1,3,4,5,2
GAS,none,Theatre Arts,MEDIA,3,5,3,5,2,3,3,2,1,1,3,3,5,3,3,1,3,1,1,4,5,1,1,3,3,3,5,5,3,4,1,2,2,1,3,3,2,3,1,1,3,2,3,2,3,3,3,4,5,1
GAS,none,Hospitality Management,HOSP,2,1,1,1,2,3,2,2,3,5,3,2,2,2,2,3,2,2,5,1,1,3,2,3,3,2,2,5,4,5,1,3,3,3,2,3,5,3,3,1,3,1,1,3,3,3,4,1,3,3
STEM,none,Information Technology,TECH,5,2,3,3,5,4,3,1,3,3,1,5,3,1,3,1,1,2,1,3,1,3,2,3,1,5,1,1,2,2,2,5,5,2,3,2,1,5,1,3,3,4,2,3,2,3,2,3,1,1
STEM,none,Information Security,TECH,4,3,2,3,5,4,3,2,2,3,2,4,1,1,2,2,2,2,3,1,2,2,2,3,1,5,1,3,3,3,1,4,5,2,2,2,1,4,1,2,3,5,1,2,2,2,1,1,2,3
STEM,none,Family Life and Child Development,HEALTH,4,3,1,1,2,3,3,2,3,5,2,2,1,3,5,3,1,3,2,1,2,1,2,2,2,5,3,1,4,1,2,3,3,4,1,1,2,4,3,2,4,3,2,5,3,3,1,2,3,3
STEM,none,Computer Science,TECH,5,2,1,4,5,3,3,2,2,2,3,5,1,1,3,2,2,1,2,1,2,3,3,1,2,5,3,1,1,1,1,4,5,3,1,1,2,4,3,2,3,5,3,3,1,2,1,1,1,3
STEM,none,Community Nutrition,HEALTH,4,1,2,2,3,2,3,1,1,5,1,2,3,2,5,2,1,3,3,2,1,1,1,3,1,4,3,1,3,2,2,2,1,5,3,3,3,4,2,3,4,1,3,5,1,2,3,2,3,3
STEM,none,Energy Engineering,ENG,5,2,3,2,3,5,3,2,3,3,4,2,2,2,2,2,1,3,2,3,1,2,3,2,2,5,2,2,5,4,5,5,1,2,2,5,3,3,2,1,3,1,2,1,1,3,3,3,1,2
STEM,none,Computer Science,TECH,5,3,2,3,5,3,1,2,3,2,3,4,3,3,3,3,1,1,1,2,1,2,1,2,2,5,1,2,1,2,1,5,5,3,3,3,2,4,2,1,3,4,2,1,1,3,2,1,3,2
GAS,none,Art Studies / Fine Arts,MEDIA,3,5,3,5,1,1,1,2,3,2,2,1,5,3,3,2,1,2,1,4,5,3,3,2,2,1,5,5,2,3,3,3,1,1,2,1,1,2,1,3,3,2,2,2,2,3,1,5,4,2
STEM,none,Medical Technology,HEALTH,5,2,1,2,1,1,3,2,3,5,3,1,1,1,5,2,1,3,2,2,1,3,1,1,2,4,3,3,4,2,3,3,2,4,1,2,1,4,3,2,5,3,3,5,3,1,1,2,1,3
HUMSS,none,Public Administration,PUB,2,2,5,1,2,2,2,2,5,5,2,2,1,1,1,3,2,1,1,3,1,1,5,3,3,4,2,5,1,4,1,2,3,1,2,1,5,2,2,1,2,3,3,3,3,5,1,3,3,1
STEM,none,Management Engineering,ENG,5,1,3,3,4,5,1,2,2,2,5,1,1,3,3,3,2,3,2,2,1,3,2,2,3,5,2,3,5,4,5,5,3,1,3,5,2,2,1,1,3,3,2,2,3,3,3,1,1,3
HUMSS,none,Elementary Education (BEEd),EDUC,1,3,3,2,2,2,3,3,3,4,3,3,1,1,3,1,2,5,1,3,2,5,2,3,1,3,4,5,3,5,3,3,3,1,2,1,2,1,1,2,3,1,4,5,3,1,2,2,3,2
STEM,none,Interior Design,ENG,5,3,3,1,3,5,1,1,2,3,5,3,3,3,3,2,2,3,2,1,1,1,3,1,3,5,2,2,5,4,5,5,1,3,2,5,2,3,2,3,2,2,2,3,2,1,3,1,1,3
STEM,none,Molecular Biology & Biotechnology,HEALTH,5,2,3,3,3,1,3,2,3,5,1,3,2,2,5,2,3,1,2,1,3,2,3,3,3,4,2,2,3,3,1,1,3,5,2,2,2,5,3,3,4,3,2,5,3,1,1,1,2,1
GAS,none,Painting,MEDIA,1,5,3,5,3,2,2,3,2,2,3,2,5,1,1,2,2,2,3,4,5,2,2,3,3,1,5,5,2,3,2,3,3,2,2,3,3,2,3,1,1,3,2,3,3,2,1,4,4,3
ABM,none,Management Accounting,BUS,3,3,3,1,3,3,2,5,5,3,1,3,2,2,2,5,3,3,5,2,3,3,3,1,5,5,2,4,2,3,3,5,2,3,2,3,4,2,1,3,1,2,2,2,2,4,1,2,2,4
HUMSS,none,Psychology,SOCIAL,5,1,5,2,2,3,3,1,2,5,2,2,2,3,2,3,1,2,1,3,2,3,3,3,1,4,3,5,3,5,3,2,3,5,3,1,1,2,4,1,3,2,1,2,5,2,2,3,1,1
STEM,none,Metallurgical Engineering,ENG,4,1,1,1,3,5,3,2,1,2,4,2,2,1,1,1,3,2,1,3,3,1,3,3,1,5,1,2,5,4,4,5,3,1,2,5,2,1,3,2,2,3,1,3,3,2,1,3,3,2
GAS,none,Painting,MEDIA,3,5,2,5,3,3,2,3,1,2,1,1,5,3,2,2,2,2,3,5,4,3,2,2,3,2,5,5,3,3,3,2,3,3,2,1,3,1,1,1,1,1,1,3,1,3,3,4,4,2
HUMSS,none,History,SOCIAL,5,1,5,2,1,1,2,2,1,5,2,3,1,3,1,2,2,2,2,1,1,1,3,4,1,4,2,5,1,5,1,3,1,5,2,3,3,1,5,3,1,3,2,2,5,1,3,3,1,2
HUMSS,none,Sociology,SOCIAL,5,2,5,1,3,2,2,2,3,4,2,2,2,3,2,3,3,3,2,2,2,2,2,3,2,3,2,5,2,4,3,3,1,5,1,1,3,2,5,2,3,2,2,1,4,1,1,1,2,1
GAS,none,Painting,MEDIA,3,5,2,5,3,1,1,1,2,2,2,1,5,2,3,3,1,2,3,5,5,3,1,1,3,1,5,5,2,3,2,2,1,3,1,1,3,2,2,3,2,1,1,3,3,2,3,4,5,1
GAS,none,Tourism Management,HOSP,1,1,3,2,2,2,2,3,2,5,1,2,2,3,2,3,1,3,4,3,1,1,3,2,4,1,3,5,5,5,1,1,1,1,1,2,5,2,3,2,2,2,3,1,3,3,5,1,1,2
GAS,none,English Studies / Literature,MEDIA,2,5,1,5,1,2,3,1,2,1,2,3,5,2,3,1,1,1,1,4,4,3,3,1,1,3,5,5,3,4,1,1,2,2,3,1,2,2,2,2,2,1,2,3,1,2,2,4,4,3
STEM,none,Energy Engineering,ENG,5,1,1,2,4,5,1,2,2,1,5,2,1,2,1,3,3,2,2,2,1,3,2,1,3,5,1,2,5,4,5,5,3,3,3,5,1,1,1,3,2,3,1,1,2,3,1,1,1,1
TVL,ICT,Agriculture,APPLIED,3,1,1,2,4,5,4,3,3,3,4,1,2,3,2,2,1,1,3,2,2,2,3,2,1,4,2,2,5,2,5,3,2,3,1,5,3,1,2,1,1,1,2,3,2,2,2,3,2,2
HUMSS,none,Social Work,SOCIAL,4,3,5,2,2,3,2,2,2,4,2,2,1,1,2,2,1,3,3,1,1,2,2,3,2,3,3,5,1,5,3,1,1,4,2,2,1,1,5,2,2,1,2,2,4,3,2,2,3,3
STEM,none,Chemical Engineering,ENG,4,2,1,2,3,5,1,2,3,2,4,2,3,3,1,3,1,1,3,1,1,3,2,3,1,5,3,2,5,4,5,5,1,3,1,5,1,1,3,1,3,3,1,1,1,3,3,1,3,2
STEM,none,Data Science,TECH,5,3,3,3,5,3,3,3,1,2,3,4,3,1,1,1,2,1,3,1,2,3,3,2,1,5,2,1,2,3,3,4,5,2,1,3,2,4,1,2,3,4,3,2,2,2,1,1,1,2
ABM,none,Business Economics,BUS,1,3,2,1,1,3,3,4,4,1,2,3,1,3,1,5,2,1,5,3,1,1,1,3,5,4,3,4,3,2,1,5,2,3,1,1,5,2,1,2,2,3,3,3,2,4,2,3,1,5
ABM,none,Economics,BUS,3,1,1,2,2,3,3,5,4,2,1,1,3,3,2,5,1,2,5,2,2,3,3,3,5,4,2,4,1,2,1,5,3,3,3,3,4,1,2,3,3,3,3,2,3,5,2,1,3,4
HUMSS,none,Sports & Wellness Management,EDUC,2,1,2,2,3,2,3,2,2,4,1,3,3,2,2,2,3,5,1,2,2,4,2,3,2,3,3,5,3,5,1,3,1,3,3,2,3,3,1,2,3,3,5,5,2,2,3,2,2,3
STEM,none,Game Development,TECH,5,1,2,4,5,3,2,3,1,1,2,4,1,3,3,1,3,1,1,3,2,1,1,3,1,5,3,1,1,1,3,4,5,2,1,2,3,5,1,1,2,5,3,2,3,2,1,3,2,1
TVL,ICT,Automotive Technology,APPLIED,3,2,3,1,5,5,3,1,1,1,4,1,1,1,3,3,1,3,2,1,2,2,2,1,2,4,3,2,5,3,5,1,1,1,3,5,1,1,3,3,2,1,2,1,1,2,1,2,2,3
STEM,none,Nutrition and Dietetics,HEALTH,5,2,1,2,2,1,4,2,1,5,1,3,1,3,5,1,1,1,3,1,3,3,3,2,3,4,3,2,4,2,2,2,3,4,1,3,2,5,3,3,4,3,1,5,1,2,3,1,3,1
TVL,ICT,Agriculture,APPLIED,1,1,3,3,5,5,3,2,2,2,5,3,1,2,1,1,3,1,2,1,3,3,1,3,2,3,3,2,5,2,5,1,2,3,1,5,2,3,1,2,3,3,1,2,2,3,2,3,3,3
STEM,none,Nursing,HEALTH,5,1,1,3,1,1,4,1,3,5,1,3,3,1,5,1,2,3,3,1,1,3,1,1,2,4,1,2,3,2,3,2,3,4,3,2,1,5,3,2,4,2,3,5,2,1,1,2,3,1
STEM,none,Metallurgical Engineering,ENG,4,3,2,1,3,5,1,3,2,2,5,2,1,3,1,3,1,3,1,1,2,2,2,3,1,5,1,3,5,5,4,5,2,3,3,5,3,2,2,3,3,1,2,3,1,3,2,3,2,1
STEM,none,Electrical Engineering,ENG,4,1,3,1,3,5,2,3,1,3,5,1,3,2,2,3,1,3,3,1,3,1,2,3,2,5,1,1,5,4,4,4,2,3,1,5,3,1,1,3,3,1,2,3,1,2,3,2,2,1
TVL,ICT,Agriculture,APPLIED,1,3,1,2,5,5,4,1,1,3,5,1,3,1,3,3,1,3,2,1,2,3,3,3,2,4,1,1,5,3,5,2,2,1,3,5,1,1,2,2,1,3,2,2,3,1,3,1,2,2
HUMSS,none,Development Studies,SOCIAL,5,2,5,3,3,3,3,3,3,4,1,2,1,3,3,3,3,2,3,2,3,1,2,4,2,4,2,5,2,5,3,1,1,4,1,2,2,1,4,1,2,2,2,1,4,2,3,3,2,3
HUMSS,none,Behavioral Sciences,SOCIAL,4,1,5,3,1,3,1,3,3,5,2,2,3,3,1,1,2,3,2,1,3,2,3,3,1,4,2,5,1,5,3,2,2,5,3,2,3,3,4,3,2,2,1,1,4,1,3,1,2,3
STEM,none,Information Systems,TECH,5,2,2,3,5,4,3,3,3,3,3,5,3,1,2,3,1,3,2,3,3,2,2,1,1,5,2,1,3,3,2,4,4,1,1,2,2,4,1,1,2,5,1,1,2,1,1,3,3,1
ABM,none,Business Administration,BUS,1,2,1,3,1,1,2,4,4,1,3,2,1,2,2,5,1,3,5,3,3,3,2,1,5,5,1,3,1,2,2,4,3,2,3,3,4,1,2,2,2,3,2,2,2,4,2,1,2,4
STEM,none,Geodetic Engineering,ENG,4,2,1,1,4,5,1,1,1,3,4,3,3,1,3,3,3,1,1,1,3,3,1,3,1,5,3,1,5,5,4,4,1,1,2,5,3,2,2,3,2,1,3,3,3,2,2,1,1,2
ABM,none,Management Accounting,BUS,2,3,2,3,3,1,3,4,4,1,1,3,3,1,1,5,3,1,5,1,1,2,1,2,5,4,1,4,1,3,1,4,2,2,3,3,4,3,1,2,1,3,1,3,3,4,1,2,1,5
STEM,none,Industrial Design,ENG,4,2,1,3,3,5,2,2,3,3,4,1,1,3,3,2,2,3,1,3,3,3,2,2,3,5,2,2,5,4,5,5,1,3,3,5,2,1,3,1,3,1,2,1,1,2,2,2,1,2
HUMSS,none,International Studies,SOCIAL,5,2,5,3,1,3,2,2,2,4,3,1,3,1,3,1,1,2,2,3,3,2,2,4,3,4,3,5,1,5,3,3,2,5,3,1,1,2,4,2,3,2,2,2,4,1,2,3,1,2
GAS,none,Journalism,MEDIA,1,5,3,5,1,3,3,1,2,1,2,2,5,3,1,1,2,1,1,5,4,1,1,3,2,3,5,5,3,3,1,2,2,1,1,2,1,1,3,2,2,2,2,1,2,1,1,5,5,3
HUMSS,none,Sociology,SOCIAL,4,3,5,3,1,2,3,3,3,4,1,2,3,1,2,3,3,2,3,1,2,3,1,3,3,4,3,5,2,4,3,3,2,4,3,3,3,2,5,2,2,1,3,3,5,1,3,3,1,2
STEM,none,Marine Biology,HEALTH,5,1,2,3,3,2,4,1,2,5,1,2,2,3,5,3,3,1,3,2,1,1,3,1,1,4,3,1,3,2,3,3,3,5,2,2,2,4,3,2,4,3,2,5,1,1,3,2,1,1
HUMSS,none,Library & Information Science,EDUC,3,2,2,3,3,1,2,1,1,4,2,1,3,3,2,3,1,5,2,1,1,4,3,1,1,1,3,5,1,5,2,1,3,2,3,2,1,2,1,1,3,3,5,5,3,3,3,3,1,2
GAS,none,Journalism,MEDIA,3,5,1,5,2,2,1,3,3,2,1,1,5,3,3,3,1,1,2,4,5,1,3,1,1,1,5,5,1,3,2,2,2,2,1,1,2,1,1,1,3,1,2,1,3,1,1,4,5,3
TVL,ICT,Clothing Technology,APPLIED,3,3,2,2,4,5,3,3,3,1,5,1,1,2,3,1,1,1,3,1,1,3,1,3,1,3,3,3,5,3,5,3,2,2,1,5,3,3,3,3,2,2,1,3,1,1,2,1,2,3
GAS,none,Communication Research,MEDIA,2,5,1,5,2,1,1,3,3,1,3,2,5,1,2,2,3,1,2,5,4,3,2,3,1,1,5,5,2,4,2,3,1,1,1,1,1,3,1,2,2,2,3,3,1,1,2,4,5,1
GAS,none,Speech Communication,MEDIA,2,5,2,5,3,3,2,1,3,1,2,3,5,2,3,3,3,2,2,5,4,3,2,2,3,1,5,5,2,4,3,3,1,2,1,2,2,2,2,3,3,1,3,2,1,2,2,5,4,2
STEM,none,Biology,HEALTH,4,3,1,1,1,2,4,2,1,5,1,1,2,1,5,1,3,2,1,1,3,2,1,2,1,5,3,1,4,1,2,1,1,4,2,3,2,4,1,1,4,1,1,5,2,1,3,3,2,3
STEM,none,Molecular Biology & Biotechnology,HEALTH,5,1,1,3,2,1,4,2,2,5,1,3,1,1,5,1,2,3,3,2,3,3,1,2,1,4,2,2,4,2,3,2,2,5,3,3,2,5,3,3,5,2,1,5,3,3,3,3,3,1
STEM,none,Biology,HEALTH,5,3,2,3,2,2,3,1,2,5,2,3,2,3,5,1,2,2,3,2,2,1,1,3,3,5,3,2,4,3,1,3,2,5,1,3,3,5,3,3,5,1,3,5,1,3,2,1,1,2
GAS,none,Creative Writing,MEDIA,2,5,2,5,1,3,1,2,1,3,3,3,5,3,1,1,3,1,1,5,5,3,3,1,2,2,5,5,1,3,3,1,2,1,1,1,3,3,3,3,2,2,3,1,3,1,3,5,4,1
GAS,none,Transportation Management,HOSP,2,3,2,3,1,1,3,3,3,5,3,2,3,2,3,1,1,1,4,1,1,3,2,2,3,3,2,5,5,5,2,1,1,3,3,2,5,2,1,1,1,1,2,2,2,2,5,3,1,1
STEM,none,Computer Science,TECH,5,2,3,4,5,4,1,3,1,1,3,4,2,2,1,3,3,3,3,2,1,2,2,2,1,5,2,2,2,3,2,5,4,2,1,1,3,4,3,1,2,4,1,2,3,1,2,2,3,2
HUMSS,none,Sociology,SOCIAL,5,1,5,3,1,2,2,2,3,5,1,1,1,1,1,1,2,1,2,3,1,3,3,3,1,3,3,5,2,5,1,3,1,4,2,3,2,1,5,3,2,1,3,1,4,2,1,2,2,1
STEM,none,Marine Biology,HEALTH,4,1,1,3,2,1,3,2,2,5,3,1,1,1,5,1,1,3,2,1,1,1,3,3,2,4,1,1,3,3,2,1,1,4,1,2,3,4,3,3,5,1,1,5,1,1,1,1,3,2
HUMSS,none,Political Economy,SOCIAL,5,3,5,3,3,1,1,2,2,4,1,2,2,2,3,1,1,2,3,2,2,2,1,4,2,3,2,5,2,5,3,1,3,5,2,3,2,3,4,3,1,3,2,3,5,2,1,2,3,2
GAS,none,Visual Communication,MEDIA,2,5,2,5,3,1,2,1,3,1,3,2,5,3,1,1,1,3,1,5,4,2,3,2,1,2,5,5,1,3,1,2,3,2,1,1,2,1,2,1,2,1,3,1,1,2,3,5,4,3
HUMSS,none,Philosophy,SOCIAL,5,3,5,2,3,2,2,3,2,4,1,1,3,3,3,3,1,1,1,1,1,2,1,3,3,4,3,5,3,4,1,2,1,4,2,3,1,1,5,3,3,2,3,3,5,1,2,1,2,1
STEM,none,Marine Biology,HEALTH,4,3,3,3,3,2,4,2,2,5,3,3,3,2,5,3,1,1,1,3,3,3,2,3,3,4,3,1,3,2,1,2,2,5,3,1,3,5,3,2,4,1,2,5,3,1,3,2,2,1
HUMSS,none,Anthropology,SOCIAL,4,1,5,1,2,1,2,1,1,4,3,3,1,3,1,2,1,3,3,1,3,1,3,3,2,4,3,5,2,4,3,1,2,5,3,2,3,2,4,3,1,2,2,2,5,1,1,2,2,1
HUMSS,none,Library & Information Science,EDUC,1,1,1,1,2,3,1,3,2,4,1,3,3,2,3,3,1,5,3,1,3,5,1,2,2,2,3,5,2,5,1,2,3,2,2,1,1,1,2,2,3,2,5,5,2,2,2,3,1,1
STEM,none,AI Engineering,TECH,4,3,3,3,5,4,2,1,2,1,3,5,3,2,3,1,2,1,1,3,2,3,3,1,2,5,1,3,2,3,2,4,5,3,2,1,2,5,2,3,3,5,3,2,2,1,2,3,2,2
HUMSS,none,Philosophy,SOCIAL,5,1,5,3,2,2,2,1,1,5,3,3,2,3,1,2,1,3,2,2,2,1,2,3,1,3,1,5,1,5,2,2,3,5,3,3,3,2,4,3,2,2,2,2,4,2,1,2,2,2
HUMSS,none,History,SOCIAL,5,2,5,1,3,2,3,1,1,4,2,1,2,1,2,2,1,3,3,3,2,3,2,4,3,4,3,5,2,5,2,3,1,5,1,3,3,2,5,3,1,2,2,2,4,2,1,2,3,1
ABM,none,Entrepreneurship,BUS,2,1,1,3,1,1,1,5,4,3,1,2,3,2,2,5,1,3,5,1,1,3,1,2,5,4,3,4,3,1,3,5,3,3,2,3,5,3,2,1,1,2,2,2,3,4,1,3,2,4
STEM,none,Chemistry,HEALTH,4,1,1,3,2,3,4,1,3,5,1,3,1,3,5,1,3,1,1,2,3,3,2,1,1,4,2,2,3,2,2,2,3,5,3,2,2,4,3,1,4,3,3,5,1,2,2,1,3,1
HUMSS,none,European Languages,SOCIAL,5,3,5,3,2,1,2,1,1,4,3,1,3,3,1,1,3,3,2,1,2,2,1,4,3,4,1,5,3,5,3,3,1,4,3,2,2,1,5,1,3,3,3,3,4,3,3,1,3,3
HUMSS,none,Public Administration,PUB,1,2,5,3,1,3,2,2,5,4,1,2,1,3,1,3,1,2,1,1,2,1,5,3,2,5,2,5,1,5,1,2,1,2,3,1,5,3,1,3,2,1,1,3,3,4,1,1,3,3
STEM,none,Information Systems,TECH,5,3,1,4,5,4,2,3,2,2,1,4,3,2,3,1,2,3,1,1,1,3,2,3,2,5,2,1,1,1,1,5,5,1,2,1,1,5,2,2,1,5,1,3,1,3,3,1,1,1
STEM,none,Mining Engineering,ENG,4,3,2,2,3,5,3,2,3,3,4,1,2,2,3,3,3,2,1,3,2,2,3,3,3,5,2,2,5,5,4,4,3,1,2,5,3,2,2,2,1,1,2,2,2,1,1,3,1,1
GAS,none,Speech Communication,MEDIA,2,5,3,5,1,3,3,2,1,3,2,3,5,1,3,1,1,2,2,5,4,2,3,3,2,1,5,5,3,3,1,1,2,3,2,1,3,1,2,2,3,3,3,1,2,3,1,5,5,1
HUMSS,none,Political Economy,SOCIAL,4,3,5,3,3,3,1,1,1,4,3,1,1,1,1,2,1,3,3,2,3,1,3,3,1,3,3,5,3,5,1,1,1,5,3,2,3,2,4,2,3,3,1,3,5,2,3,3,2,2
STEM,none,Nutrition and Dietetics,HEALTH,5,3,1,1,2,2,3,3,2,5,1,3,2,1,5,2,3,3,1,2,1,2,3,3,1,5,1,2,4,1,2,1,2,5,1,3,1,5,2,3,5,1,2,5,1,2,2,2,3,3
TVL,ICT,Clothing Technology,APPLIED,2,2,2,1,4,5,4,3,1,2,4,1,1,2,3,1,1,1,1,2,1,2,2,2,2,4,2,3,5,3,5,3,3,1,1,5,2,3,3,2,3,2,3,3,2,3,3,2,1,3
STEM,none,Electrical Engineering,ENG,5,2,2,3,3,5,3,2,2,1,5,3,2,1,3,2,3,2,3,3,2,2,2,3,2,5,1,3,5,5,4,4,2,1,2,5,3,1,2,2,1,1,3,2,1,3,1,2,3,3
ABM,none,Business Administration,BUS,3,2,2,3,3,1,3,4,4,3,1,1,2,2,3,5,1,2,5,3,1,2,2,3,5,5,1,3,2,2,1,5,1,2,3,1,4,2,1,3,1,2,3,2,2,5,3,2,1,5
STEM,none,Food Technology,HEALTH,5,3,3,1,1,1,4,1,2,5,1,2,3,1,5,3,1,2,2,2,2,3,2,1,1,4,2,2,4,1,3,3,3,4,1,2,2,5,2,3,4,1,2,5,1,1,1,2,1,2
STEM,none,Nursing,HEALTH,5,1,2,3,2,3,3,1,2,5,3,2,3,3,5,1,1,2,3,2,1,1,1,2,3,4,2,2,3,2,2,1,1,4,3,2,2,4,2,1,5,3,3,5,1,2,1,2,2,3
HUMSS,none,International Studies,SOCIAL,4,2,5,3,1,1,3,3,2,5,2,2,2,3,3,1,2,2,3,2,2,3,3,4,1,4,1,5,2,4,1,1,1,4,1,3,1,3,4,1,2,1,2,3,4,1,2,3,1,2
STEM,none,AI Engineering,TECH,4,2,2,4,5,4,1,3,3,1,2,4,2,3,2,2,1,1,1,2,3,1,3,1,3,5,3,3,1,3,2,4,4,1,2,1,3,5,1,1,3,4,3,2,1,2,2,2,3,1
HUMSS,none,Library & Information Science,EDUC,3,3,3,3,2,2,2,2,2,4,2,2,3,1,2,2,2,5,3,3,1,5,2,2,2,1,4,5,2,5,1,1,2,2,1,1,3,1,3,1,2,3,4,5,1,1,3,1,3,2
STEM,none,Computer Engineering,ENG,5,1,1,2,3,5,3,3,1,3,5,2,2,3,2,2,2,1,1,1,3,3,2,1,1,5,2,3,5,4,4,5,2,1,2,5,3,2,1,1,3,3,3,1,3,2,1,1,3,3
STEM,none,Medical Technology,HEALTH,4,2,2,3,2,1,4,2,1,5,2,3,2,3,5,2,1,3,2,1,3,3,2,1,3,4,3,2,3,3,3,3,2,5,3,1,2,5,1,2,4,1,3,5,1,1,1,2,3,2
STEM,none,Mechanical Engineering,ENG,5,3,1,3,3,5,3,3,2,1,4,2,3,2,1,1,1,2,1,1,1,1,2,2,2,5,1,3,5,5,4,5,3,3,3,5,2,2,1,2,1,1,3,2,3,2,3,3,1,2
GAS,none,Transportation Management,HOSP,3,3,1,2,1,3,2,1,1,5,1,1,3,3,2,2,2,1,4,2,1,2,2,2,3,3,1,5,5,5,3,1,1,1,1,3,5,2,2,2,1,2,3,2,2,2,5,3,2,2
GAS,none,Filipino,MEDIA,2,5,1,5,1,1,1,2,1,1,2,2,5,1,2,1,3,2,2,5,4,3,3,2,3,3,5,5,2,4,3,1,2,3,3,3,1,2,3,3,2,2,2,2,3,3,2,5,5,2
GAS,none,Music,MEDIA,2,5,2,5,2,1,3,2,1,1,1,2,5,2,3,3,2,1,3,4,4,1,1,2,1,1,5,5,1,3,3,3,3,1,1,3,3,1,1,1,2,1,3,2,2,2,1,5,5,2
ABM,none,Human Resource Management,BUS,1,3,3,2,2,1,3,4,5,2,3,1,3,1,3,5,2,3,5,2,2,3,1,2,5,4,2,4,1,3,1,4,2,1,2,1,4,3,3,1,1,3,2,2,1,5,3,2,2,4
HUMSS,none,Sports & Wellness Management,EDUC,3,1,3,1,3,1,1,1,3,5,2,2,3,3,3,2,1,5,3,1,3,4,1,1,2,1,4,5,2,5,3,2,1,2,2,2,3,3,3,3,3,3,4,5,3,3,2,1,1,3
HUMSS,none,Art Education,EDUC,3,1,2,3,3,1,3,1,3,4,2,2,1,1,1,1,1,5,2,2,3,4,1,1,3,1,3,5,1,5,1,2,3,2,3,2,3,1,3,3,2,3,4,5,3,1,3,2,1,2
STEM,none,Technical Communication,TECH,5,1,1,3,5,4,3,3,2,1,1,4,3,3,2,3,1,2,1,2,2,2,1,1,2,5,1,3,2,3,1,5,4,2,1,1,3,4,3,3,3,4,1,3,1,2,1,2,3,3
STEM,none,Nursing,HEALTH,5,3,2,1,2,1,3,3,2,5,1,2,3,1,5,1,3,1,2,2,3,3,1,3,2,4,1,2,3,1,3,1,1,4,1,3,3,5,3,2,4,3,3,5,1,3,3,1,1,3
STEM,none,Biological Engineering,ENG,5,1,3,1,4,5,3,3,2,3,5,2,3,1,3,2,2,2,1,2,2,3,3,2,3,5,2,2,5,5,4,4,1,2,2,5,3,3,2,1,3,3,2,2,1,2,1,3,3,1
STEM,none,Industrial Design,ENG,4,3,2,2,3,5,3,3,1,3,4,2,3,2,3,3,3,2,3,2,1,2,3,1,2,5,1,1,5,5,5,5,2,1,3,5,3,2,1,2,2,3,1,3,1,1,1,1,2,1
ABM,none,Marketing Management,BUS,3,1,3,1,2,2,2,5,5,1,1,2,3,3,2,5,2,1,5,1,2,3,3,2,5,5,2,4,1,3,3,5,1,2,2,1,4,2,3,2,1,1,2,1,3,4,3,3,2,4
ABM,none,Cooperatives,BUS,3,2,1,3,2,1,3,4,4,3,3,1,1,1,1,5,3,3,5,3,1,1,1,3,5,5,3,3,1,3,1,5,3,3,1,1,5,1,2,3,2,2,2,1,1,4,1,1,1,4
STEM,none,Community Nutrition,HEALTH,5,2,3,3,3,1,3,1,2,5,3,2,3,1,5,2,2,3,3,2,2,3,3,3,3,4,3,2,4,2,1,1,1,5,2,3,2,4,3,3,4,1,3,5,3,3,2,2,2,1
ABM,none,Business Economics,BUS,2,3,3,3,2,3,1,4,4,2,2,1,3,1,3,5,3,1,5,1,1,2,1,3,5,5,3,4,1,2,3,4,1,1,1,3,5,1,1,1,2,3,2,3,3,4,2,3,1,4
ABM,none,Business Administration,BUS,1,3,1,3,2,1,2,4,4,2,2,3,1,3,2,5,2,1,5,2,2,2,1,2,5,4,3,4,2,2,2,5,2,3,3,2,4,1,3,1,3,1,2,2,3,5,2,2,2,4
